"tract","Name","Incarceration_Rate_rP_gP_pall"
6037278102,"Playa del Rey, Los Angeles, CA",0
6037620904,"Manhattan Beach, CA",0
6037572100,"Wrigley, Long Beach, CA",0
6037207102,"Central LA, Los Angeles, CA",0
6037215101,"Central LA, Los Angeles, CA",0
6037207103,"Central LA, Los Angeles, CA",0
6037265201,"Westwood, Los Angeles, CA",0
6037276601,"Playa del Rey, Los Angeles, CA",0
6037702002,"Ocean Park, Santa Monica, CA",0
6037265202,"Westwood, Los Angeles, CA",0
6037433101,"El Monte City, El Monte, CA",0
6037191902,"Central LA, Los Angeles, CA",0
6037651221,"Southwood Riviera, Torrance, CA",0
6037264301,"Brentwood, Los Angeles, CA",0
6037550000,"Norwalk, CA",0
6037191820,"Central LA, Los Angeles, CA",0
6037264103,"Brentwood, Los Angeles, CA",0
6037701000,"Beverly Hills, CA",0
6037264302,"Brentwood, Los Angeles, CA",0
6037271600,"Mar Vista, Los Angeles, CA",0
6037262400,"Brentwood, Los Angeles, CA",0
6037265602,"Westwood, Los Angeles, CA",0
6037620901,"Manhattan Beach, CA",0
6037273502,"Venice, Los Angeles, CA",0
6037275311,"Los Angeles, CA",0
6037214502,"Central LA, Los Angeles, CA",0
6037700802,"Beverly Hills, CA",0
6037262302,"Brentwood, Los Angeles, CA",0
6037980030,"El Segundo, CA",
6037980006,"Long Beach, CA",
6037980005,"Torrance, CA",
6037265301,"Westwood, Los Angeles, CA",
6037980018,"Long Beach, CA",
6037980025,"Carson, CA",
6037980002,"Carson, CA",
6037980013,"El Segundo, CA",
6037207400,"Central LA, Los Angeles, CA",
6037980010,"Echo Park, Los Angeles, CA",
6037551600,"Downey, CA",
6037206020,"Central LA, Los Angeles, CA",
6037980028,"Los Angeles, CA",
6037504102,"Norwalk, CA",
6037265304,"Westwood, Los Angeles, CA",
6037222700,"South Los Angeles, Los Angeles, CA",
